condition,event_class,event_id,window,fault_active,score,threshold,exceeded
clean,healthy,7,2,False,0.4152114565295575,1.2478460499249124,False
clean,healthy,7,3,False,0.4153219434626156,1.2478460499249124,False
clean,healthy,7,4,False,0.4417221273524332,1.2478460499249124,False
clean,healthy,7,5,False,0.4098785741760362,1.2478460499249124,False
clean,healthy,7,6,False,0.42143492035248303,1.2478460499249124,False
clean,healthy,7,7,False,0.4385138651903563,1.2478460499249124,False
clean,healthy,7,8,False,0.45070687032212037,1.2478460499249124,False
clean,healthy,7,9,False,0.4175498828227224,1.2478460499249124,False
clean,healthy,7,10,False,0.43981771990015756,1.2478460499249124,False
clean,healthy,7,11,False,0.4493073958510742,1.2478460499249124,False
clean,healthy,8,0,False,0.43753189228393063,1.2478460499249124,False
clean,healthy,8,1,False,0.44622820471605096,1.2478460499249124,False
clean,healthy,8,2,False,0.4122718973866925,1.2478460499249124,False
clean,healthy,8,3,False,0.44622820471605096,1.2478460499249124,False
clean,healthy,8,4,False,0.43946521340612615,1.2478460499249124,False
clean,healthy,8,5,False,0.4353100752376425,1.2478460499249124,False
clean,healthy,8,6,False,0.4220794856390314,1.2478460499249124,False
clean,healthy,8,7,False,0.4369696423156646,1.2478460499249124,False
clean,healthy,8,8,False,0.42027323765700625,1.2478460499249124,False
clean,healthy,8,9,False,0.42198224548455154,1.2478460499249124,False
clean,healthy,8,10,False,0.4176715931069739,1.2478460499249124,False
clean,healthy,8,11,False,0.4102368551117367,1.2478460499249124,False
clean,healthy,9,0,False,0.4491864969306982,1.2478460499249124,False
clean,healthy,9,1,False,0.4267588902448222,1.2478460499249124,False
clean,healthy,9,2,False,0.4518314924824914,1.2478460499249124,False
clean,healthy,9,3,False,0.4450057139900811,1.2478460499249124,False
clean,healthy,9,4,False,0.4153219434626156,1.2478460499249124,False
clean,healthy,9,5,False,0.4208429948560998,1.2478460499249124,False
clean,healthy,9,6,False,0.4373197285586412,1.2478460499249124,False
clean,healthy,9,7,False,0.4284753305186921,1.2478460499249124,False
clean,healthy,9,8,False,0.4122718973866925,1.2478460499249124,False
clean,healthy,9,9,False,0.42143492035248303,1.2478460499249124,False
clean,healthy,9,10,False,0.43217249125591206,1.2478460499249124,False
clean,healthy,9,11,False,0.4373197285586412,1.2478460499249124,False
clean,healthy,10,0,False,0.4584869211478072,1.2478460499249124,False
clean,healthy,10,1,False,0.41614602176506266,1.2478460499249124,False
clean,healthy,10,2,False,0.43094302007994734,1.2478460499249124,False
clean,healthy,10,3,False,0.4450057139900811,1.2478460499249124,False
clean,healthy,10,4,False,0.4424179571722314,1.2478460499249124,False
clean,healthy,10,5,False,0.42637452484009025,1.2478460499249124,False
clean,healthy,10,6,False,0.43058320176438813,1.2478460499249124,False
clean,healthy,10,7,False,0.4477594013268205,1.2478460499249124,False
clean,healthy,10,8,False,0.4181012014363704,1.2478460499249124,False
clean,healthy,10,9,False,0.4152114565295575,1.2478460499249124,False
clean,healthy,10,10,False,0.42027323765700625,1.2478460499249124,False
clean,healthy,10,11,False,0.4504092138653454,1.2478460499249124,False
clean,healthy,11,0,False,0.45070687032212037,1.2478460499249124,False
clean,healthy,11,1,False,0.4153445942181295,1.2478460499249124,False
clean,healthy,11,2,False,0.4384958297632575,1.2478460499249124,False
clean,healthy,11,3,False,0.44027832981547815,1.2478460499249124,False
clean,healthy,11,4,False,0.40369277913493934,1.2478460499249124,False
clean,healthy,11,5,False,0.4305024618862672,1.2478460499249124,False
clean,healthy,11,6,False,0.4643481319486377,1.2478460499249124,False
clean,healthy,11,7,False,0.4267588902448222,1.2478460499249124,False
clean,healthy,11,8,False,0.4493073958510742,1.2478460499249124,False
clean,healthy,11,9,False,0.43753286699932664,1.2478460499249124,False
clean,healthy,11,10,False,0.4502639308128041,1.2478460499249124,False
clean,healthy,11,11,False,0.4132839968252271,1.2478460499249124,False
clean,healthy,12,0,False,0.42045355798060285,1.2478460499249124,False
clean,healthy,12,1,False,0.4132959004316644,1.2478460499249124,False
clean,healthy,12,2,False,0.4175234304676019,1.2478460499249124,False
clean,healthy,12,3,False,0.4359253091581564,1.2478460499249124,False
clean,healthy,12,4,False,0.42027323765700625,1.2478460499249124,False
clean,healthy,12,5,False,0.4272096691425629,1.2478460499249124,False
clean,healthy,12,6,False,0.4359253091581564,1.2478460499249124,False
clean,healthy,12,7,False,0.43981771990015756,1.2478460499249124,False
clean,healthy,12,8,False,0.4518314924824914,1.2478460499249124,False
clean,healthy,12,9,False,0.43094302007994734,1.2478460499249124,False
clean,healthy,12,10,False,0.4493073958510742,1.2478460499249124,False
clean,healthy,12,11,False,0.4267588902448222,1.2478460499249124,False
clean,healthy,13,0,False,0.4354824067553127,1.2478460499249124,False
clean,healthy,13,1,False,0.4098785741760362,1.2478460499249124,False
clean,healthy,13,2,False,0.4207909256471266,1.2478460499249124,False
clean,healthy,13,3,False,0.40945892919047283,1.2478460499249124,False
clean,healthy,13,4,False,0.43753189228393063,1.2478460499249124,False
clean,healthy,13,5,False,0.4271354298538974,1.2478460499249124,False
clean,healthy,13,6,False,0.43918529587237487,1.2478460499249124,False
clean,healthy,13,7,False,0.43182616347661934,1.2478460499249124,False
clean,healthy,13,8,False,0.4353100752376425,1.2478460499249124,False
clean,healthy,13,9,False,0.42564749614910286,1.2478460499249124,False
clean,healthy,13,10,False,0.4181012014363704,1.2478460499249124,False
clean,healthy,13,11,False,0.42991345559493516,1.2478460499249124,False
clean,healthy,14,0,False,0.4098785741760362,1.2478460499249124,False
clean,healthy,14,1,False,0.4440806483589156,1.2478460499249124,False
clean,healthy,14,2,False,0.453355126673871,1.2478460499249124,False
clean,healthy,14,3,False,0.4477594013268205,1.2478460499249124,False
clean,healthy,14,4,False,0.4491864969306982,1.2478460499249124,False
clean,healthy,14,5,False,0.40945892919047283,1.2478460499249124,False
clean,healthy,14,6,False,0.4152114565295575,1.2478460499249124,False
clean,healthy,14,7,False,0.43299982090443995,1.2478460499249124,False
clean,healthy,14,8,False,0.42198224548455154,1.2478460499249124,False
clean,healthy,14,9,False,0.4122718973866925,1.2478460499249124,False
clean,healthy,14,10,False,0.4307355181323861,1.2478460499249124,False
clean,healthy,14,11,False,0.4132839968252271,1.2478460499249124,False
clean,healthy,15,0,False,0.4491864969306982,1.2478460499249124,False
clean,healthy,15,1,False,0.4357240431454391,1.2478460499249124,False
clean,healthy,15,2,False,0.43479050465710467,1.2478460499249124,False
clean,healthy,15,3,False,0.4153445942181295,1.2478460499249124,False
clean,healthy,15,4,False,0.4354824067553127,1.2478460499249124,False
clean,healthy,15,5,False,0.43753189228393063,1.2478460499249124,False
clean,healthy,15,6,False,0.4175498828227224,1.2478460499249124,False
clean,healthy,15,7,False,0.4409532265257949,1.2478460499249124,False
clean,healthy,15,8,False,0.4424179571722314,1.2478460499249124,False
clean,healthy,15,9,False,0.4373197285586412,1.2478460499249124,False
clean,healthy,15,10,False,0.4153445942181295,1.2478460499249124,False
clean,healthy,15,11,False,0.4353100752376425,1.2478460499249124,False
clean,healthy,16,0,False,0.42198224548455154,1.2478460499249124,False
clean,healthy,16,1,False,0.4175234304676019,1.2478460499249124,False
clean,healthy,16,2,False,0.43182616347661934,1.2478460499249124,False
clean,healthy,16,3,False,0.4584869211478072,1.2478460499249124,False
clean,healthy,16,4,False,0.4477594013268205,1.2478460499249124,False
clean,healthy,16,5,False,0.43981771990015756,1.2478460499249124,False
clean,healthy,16,6,False,0.4293986084825741,1.2478460499249124,False
clean,healthy,16,7,False,0.4098785741760362,1.2478460499249124,False
clean,healthy,16,8,False,0.4152114565295575,1.2478460499249124,False
clean,healthy,16,9,False,0.4466842505616596,1.2478460499249124,False
clean,healthy,16,10,False,0.4132959004316644,1.2478460499249124,False
clean,healthy,16,11,False,0.4518314924824914,1.2478460499249124,False
clean,healthy,17,0,False,0.45070687032212037,1.2478460499249124,False
clean,healthy,17,1,False,0.42564749614910286,1.2478460499249124,False
clean,healthy,17,2,False,0.4199350949336131,1.2478460499249124,False
clean,healthy,17,3,False,0.4353100752376425,1.2478460499249124,False
clean,healthy,17,4,False,0.44622820471605096,1.2478460499249124,False
clean,healthy,17,5,False,0.42284537171802483,1.2478460499249124,False
clean,healthy,17,6,False,0.4199350949336131,1.2478460499249124,False
clean,healthy,17,7,False,0.43946521340612615,1.2478460499249124,False
clean,healthy,17,8,False,0.40836384126426806,1.2478460499249124,False
clean,healthy,17,9,False,0.4190044268749952,1.2478460499249124,False
clean,healthy,17,10,False,0.4199350949336131,1.2478460499249124,False
clean,healthy,17,11,False,0.43217249125591206,1.2478460499249124,False
clean,healthy,18,0,False,0.4132839968252271,1.2478460499249124,False
clean,healthy,18,1,False,0.42564749614910286,1.2478460499249124,False
clean,healthy,18,2,False,0.4098785741760362,1.2478460499249124,False
clean,healthy,18,3,False,0.43299982090443995,1.2478460499249124,False
clean,healthy,18,4,False,0.4136263829446306,1.2478460499249124,False
clean,healthy,18,5,False,0.43058320176438813,1.2478460499249124,False
clean,healthy,18,6,False,0.43756311900901135,1.2478460499249124,False
clean,healthy,18,7,False,0.4359253091581564,1.2478460499249124,False
clean,healthy,18,8,False,0.4118739255885904,1.2478460499249124,False
clean,healthy,18,9,False,0.4385138651903563,1.2478460499249124,False
clean,healthy,18,10,False,0.42045355798060285,1.2478460499249124,False
clean,healthy,18,11,False,0.4609306243207353,1.2478460499249124,False
clean,healthy,19,0,False,0.45258402830050887,1.2478460499249124,False
clean,healthy,19,1,False,0.4210905718684264,1.2478460499249124,False
clean,healthy,19,2,False,0.4373197285586412,1.2478460499249124,False
clean,healthy,19,3,False,0.4584869211478072,1.2478460499249124,False
clean,healthy,19,4,False,0.42060785565345365,1.2478460499249124,False
clean,healthy,19,5,False,0.4409532265257949,1.2478460499249124,False
clean,healthy,19,6,False,0.43808526186774377,1.2478460499249124,False
clean,healthy,19,7,False,0.43217249125591206,1.2478460499249124,False
clean,healthy,19,8,False,0.4440806483589156,1.2478460499249124,False
clean,healthy,19,9,False,0.4417221273524332,1.2478460499249124,False
clean,healthy,19,10,False,0.42284537171802483,1.2478460499249124,False
clean,healthy,19,11,False,0.42991345559493516,1.2478460499249124,False
clean,healthy,20,0,False,0.4147333337331775,1.2478460499249124,False
clean,healthy,20,1,False,0.4176715931069739,1.2478460499249124,False
clean,healthy,20,2,False,0.43425685999325836,1.2478460499249124,False
clean,healthy,20,3,False,0.4284753305186921,1.2478460499249124,False
clean,healthy,20,4,False,0.43946521340612615,1.2478460499249124,False
clean,healthy,20,5,False,0.43480912276877404,1.2478460499249124,False
clean,healthy,20,6,False,0.4267588902448222,1.2478460499249124,False
clean,healthy,20,7,False,0.42284537171802483,1.2478460499249124,False
clean,healthy,20,8,False,0.4153219434626156,1.2478460499249124,False
clean,healthy,20,9,False,0.44137237299428567,1.2478460499249124,False
clean,healthy,20,10,False,0.4199350949336131,1.2478460499249124,False
clean,healthy,20,11,False,0.4147333337331775,1.2478460499249124,False
clean,fault,1,0,False,0.4190044268749952,1.2478460499249124,False
clean,fault,1,1,False,0.4417221273524332,1.2478460499249124,False
clean,fault,1,2,False,0.4470087410327325,1.2478460499249124,False
clean,fault,1,3,False,0.4307355181323861,1.2478460499249124,False
clean,fault,1,4,True,1.4998707304860315,1.2478460499249124,True
clean,fault,1,5,True,1.429113684251423,1.2478460499249124,True
clean,fault,1,6,True,1.4672009942878124,1.2478460499249124,True
clean,fault,1,7,True,1.486307968819623,1.2478460499249124,True
clean,fault,1,8,True,1.4659048827913128,1.2478460499249124,True
clean,fault,1,9,True,1.4916435862777957,1.2478460499249124,True
clean,fault,1,10,True,1.55336022181483,1.2478460499249124,True
clean,fault,1,11,True,1.4925787320477995,1.2478460499249124,True
clean,fault,2,0,False,0.4504092138653454,1.2478460499249124,False
clean,fault,2,1,False,0.4466842505616596,1.2478460499249124,False
clean,fault,2,2,False,0.4153219434626156,1.2478460499249124,False
clean,fault,2,3,False,0.453355126673871,1.2478460499249124,False
clean,fault,2,4,True,1.44558885009807,1.2478460499249124,True
clean,fault,2,5,True,1.4699285484022058,1.2478460499249124,True
clean,fault,2,6,True,1.4521766596623351,1.2478460499249124,True
clean,fault,2,7,True,1.4907469206431605,1.2478460499249124,True
clean,fault,2,8,True,1.4750410740113322,1.2478460499249124,True
clean,fault,2,9,True,1.4669697681956173,1.2478460499249124,True
clean,fault,2,10,True,1.4630409239740434,1.2478460499249124,True
clean,fault,2,11,True,1.5032039650569269,1.2478460499249124,True
clean,fault,3,0,False,0.4357240431454391,1.2478460499249124,False
clean,fault,3,1,False,0.4132959004316644,1.2478460499249124,False
clean,fault,3,2,False,0.4491864969306982,1.2478460499249124,False
clean,fault,3,3,False,0.4152114565295575,1.2478460499249124,False
clean,fault,3,4,True,1.4621921219710134,1.2478460499249124,True
clean,fault,3,5,True,1.4602443503741624,1.2478460499249124,True
clean,fault,3,6,True,1.4851070851001582,1.2478460499249124,True
clean,fault,3,7,True,1.4629865428868183,1.2478460499249124,True
clean,fault,3,8,True,1.463029644296073,1.2478460499249124,True
clean,fault,3,9,True,1.4991210921721898,1.2478460499249124,True
clean,fault,3,10,True,1.4792616381412702,1.2478460499249124,True
clean,fault,3,11,True,1.4623219902664821,1.2478460499249124,True
clean,fault,4,0,False,0.4176715931069739,1.2478460499249124,False
clean,fault,4,1,False,0.4210905718684264,1.2478460499249124,False
clean,fault,4,2,False,0.40836384126426806,1.2478460499249124,False
clean,fault,4,3,False,0.4122718973866925,1.2478460499249124,False
clean,fault,4,4,True,1.4689222404098548,1.2478460499249124,True
clean,fault,4,5,True,1.50942662619449,1.2478460499249124,True
clean,fault,4,6,True,1.4521766596623351,1.2478460499249124,True
clean,fault,4,7,True,1.5285699630628107,1.2478460499249124,True
clean,fault,4,8,True,1.4514267946763693,1.2478460499249124,True
clean,fault,4,9,True,1.5285699630628107,1.2478460499249124,True
clean,fault,4,10,True,1.4998707304860315,1.2478460499249124,True
clean,fault,4,11,True,1.4570466972792837,1.2478460499249124,True
clean,fault,5,0,False,0.43479050465710467,1.2478460499249124,False
clean,fault,5,1,False,0.40851134003116973,1.2478460499249124,False
clean,fault,5,2,False,0.4237638742618308,1.2478460499249124,False
clean,fault,5,3,False,0.4208429948560998,1.2478460499249124,False
clean,fault,5,4,True,1.5032039650569269,1.2478460499249124,True
clean,fault,5,5,True,1.4910748886812781,1.2478460499249124,True
clean,fault,5,6,True,1.4472861815892504,1.2478460499249124,True
clean,fault,5,7,True,1.4533658373929679,1.2478460499249124,True
clean,fault,5,8,True,1.4548715568877162,1.2478460499249124,True
clean,fault,5,9,True,1.4533658373929679,1.2478460499249124,True
clean,fault,5,10,True,1.4750410740113322,1.2478460499249124,True
clean,fault,5,11,True,1.4970673979644267,1.2478460499249124,True
clean,fault,6,0,False,0.44027832981547815,1.2478460499249124,False
clean,fault,6,1,False,0.43182616347661934,1.2478460499249124,False
clean,fault,6,2,False,0.4409532265257949,1.2478460499249124,False
clean,fault,6,3,False,0.453355126673871,1.2478460499249124,False
clean,fault,6,4,True,1.512720497897426,1.2478460499249124,True
clean,fault,6,5,True,1.507047142307549,1.2478460499249124,True
clean,fault,6,6,True,1.4602443503741624,1.2478460499249124,True
clean,fault,6,7,True,1.484890394334843,1.2478460499249124,True
clean,fault,6,8,True,1.4925787320477995,1.2478460499249124,True
clean,fault,6,9,True,1.4895451814568026,1.2478460499249124,True
clean,fault,6,10,True,1.4893818308302655,1.2478460499249124,True
clean,fault,6,11,True,1.4533658373929679,1.2478460499249124,True
clean,fault,7,0,False,0.4357240431454391,1.2478460499249124,False
clean,fault,7,1,False,0.4518314924824914,1.2478460499249124,False
clean,fault,7,2,False,0.42564749614910286,1.2478460499249124,False
clean,fault,7,3,False,0.45029731205468376,1.2478460499249124,False
clean,fault,7,4,True,1.55336022181483,1.2478460499249124,True
clean,fault,7,5,True,1.5285699630628107,1.2478460499249124,True
clean,fault,7,6,True,1.507047142307549,1.2478460499249124,True
clean,fault,7,7,True,1.4533658373929679,1.2478460499249124,True
clean,fault,7,8,True,1.49849884777786,1.2478460499249124,True
clean,fault,7,9,True,1.4771998989824424,1.2478460499249124,True
clean,fault,7,10,True,1.459448975567069,1.2478460499249124,True
clean,fault,7,11,True,1.512720497897426,1.2478460499249124,True
clean,fault,8,0,False,0.45258402830050887,1.2478460499249124,False
clean,fault,8,1,False,0.45017482642052536,1.2478460499249124,False
clean,fault,8,2,False,0.43756311900901135,1.2478460499249124,False
clean,fault,8,3,False,0.4118739255885904,1.2478460499249124,False
clean,fault,8,4,True,1.4669697681956173,1.2478460499249124,True
clean,fault,8,5,True,1.485587318893021,1.2478460499249124,True
clean,fault,8,6,True,1.469345266352033,1.2478460499249124,True
clean,fault,8,7,True,1.4925787320477995,1.2478460499249124,True
clean,fault,8,8,True,1.4925787320477995,1.2478460499249124,True
clean,fault,8,9,True,1.4991210921721898,1.2478460499249124,True
clean,fault,8,10,True,1.504561955174201,1.2478460499249124,True
clean,fault,8,11,True,1.4916435862777957,1.2478460499249124,True
clean,fault,9,0,False,0.4493073958510742,1.2478460499249124,False
clean,fault,9,1,False,0.43479050465710467,1.2478460499249124,False
clean,fault,9,2,False,0.41484906707633284,1.2478460499249124,False
clean,fault,9,3,False,0.4353758636131287,1.2478460499249124,False
clean,fault,9,4,True,1.4669535615026892,1.2478460499249124,True
clean,fault,9,5,True,1.4672009942878124,1.2478460499249124,True
clean,fault,9,6,True,1.4687457149519776,1.2478460499249124,True
clean,fault,9,7,True,1.50942662619449,1.2478460499249124,True
clean,fault,9,8,True,1.5186095203061785,1.2478460499249124,True
clean,fault,9,9,True,1.4813751609596044,1.2478460499249124,True
clean,fault,9,10,True,1.480891245567713,1.2478460499249124,True
clean,fault,9,11,True,1.5088027963120083,1.2478460499249124,True
clean,fault,10,0,False,0.4118200420349834,1.2478460499249124,False
clean,fault,10,1,False,0.4307355181323861,1.2478460499249124,False
clean,fault,10,2,False,0.4424179571722314,1.2478460499249124,False
clean,fault,10,3,False,0.40836384126426806,1.2478460499249124,False
clean,fault,10,4,True,1.4916435862777957,1.2478460499249124,True
clean,fault,10,5,True,1.478339040859475,1.2478460499249124,True
clean,fault,10,6,True,1.4574451687000196,1.2478460499249124,True
clean,fault,10,7,True,1.4749781893561564,1.2478460499249124,True
clean,fault,10,8,True,1.4970673979644267,1.2478460499249124,True
clean,fault,10,9,True,1.4882073642800961,1.2478460499249124,True
clean,fault,10,10,True,1.52792855504088,1.2478460499249124,True
clean,fault,10,11,True,1.4816281250418661,1.2478460499249124,True
clean,fault,11,0,False,0.42564749614910286,1.2478460499249124,False
clean,fault,11,1,False,0.4466842505616596,1.2478460499249124,False
clean,fault,11,2,False,0.4502639308128041,1.2478460499249124,False
clean,fault,11,3,False,0.4443567024579231,1.2478460499249124,False
clean,fault,11,4,True,1.4413103312324536,1.2478460499249124,True
clean,fault,11,5,True,1.4672009942878124,1.2478460499249124,True
clean,fault,11,6,True,1.4832158229180799,1.2478460499249124,True
clean,fault,11,7,True,1.4790685096618694,1.2478460499249124,True
clean,fault,11,8,True,1.4670178330982553,1.2478460499249124,True
clean,fault,11,9,True,1.4548715568877162,1.2478460499249124,True
clean,fault,11,10,True,1.4611165206020758,1.2478460499249124,True
clean,fault,11,11,True,1.4721472604625125,1.2478460499249124,True
clean,fault,12,0,False,0.4609306243207353,1.2478460499249124,False
clean,fault,12,1,False,0.43808526186774377,1.2478460499249124,False
clean,fault,12,2,False,0.41614602176506266,1.2478460499249124,False
clean,fault,12,3,False,0.4417221273524332,1.2478460499249124,False
clean,fault,12,4,True,1.519335821689187,1.2478460499249124,True
clean,fault,12,5,True,1.486307968819623,1.2478460499249124,True
clean,fault,12,6,True,1.4827090160533734,1.2478460499249124,True
clean,fault,12,7,True,1.4540691395984329,1.2478460499249124,True
clean,fault,12,8,True,1.4659048827913128,1.2478460499249124,True
clean,fault,12,9,True,1.4851070851001582,1.2478460499249124,True
clean,fault,12,10,True,1.4928038305529725,1.2478460499249124,True
clean,fault,12,11,True,1.4514267946763693,1.2478460499249124,True
clean,fault,13,0,False,0.4440806483589156,1.2478460499249124,False
clean,fault,13,1,False,0.44137237299428567,1.2478460499249124,False
clean,fault,13,2,False,0.43299982090443995,1.2478460499249124,False
clean,fault,13,3,False,0.42289122955119407,1.2478460499249124,False
clean,fault,13,4,True,1.4975701794777279,1.2478460499249124,True
clean,fault,13,5,True,1.4750410740113322,1.2478460499249124,True
clean,fault,13,6,True,1.478339040859475,1.2478460499249124,True
clean,fault,13,7,True,1.4514267946763693,1.2478460499249124,True
clean,fault,13,8,True,1.4540691395984329,1.2478460499249124,True
clean,fault,13,9,True,1.4574451687000196,1.2478460499249124,True
clean,fault,13,10,True,1.4574451687000196,1.2478460499249124,True
clean,fault,13,11,True,1.478339040859475,1.2478460499249124,True
clean,fault,14,0,False,0.42289122955119407,1.2478460499249124,False
clean,fault,14,1,False,0.43479050465710467,1.2478460499249124,False
clean,fault,14,2,False,0.4118200420349834,1.2478460499249124,False
clean,fault,14,3,False,0.43479050465710467,1.2478460499249124,False
clean,fault,14,4,True,1.4813751609596044,1.2478460499249124,True
clean,fault,14,5,True,1.4372911485931987,1.2478460499249124,True
clean,fault,14,6,True,1.5186095203061785,1.2478460499249124,True
clean,fault,14,7,True,1.4594624213439507,1.2478460499249124,True
clean,fault,14,8,True,1.4851070851001582,1.2478460499249124,True
clean,fault,14,9,True,1.4548715568877162,1.2478460499249124,True
clean,fault,14,10,True,1.5088027963120083,1.2478460499249124,True
clean,fault,14,11,True,1.50515813041417,1.2478460499249124,True
clean,fault,15,0,False,0.4210905718684264,1.2478460499249124,False
clean,fault,15,1,False,0.45258402830050887,1.2478460499249124,False
clean,fault,15,2,False,0.42143492035248303,1.2478460499249124,False
clean,fault,15,3,False,0.4504092138653454,1.2478460499249124,False
clean,fault,15,4,True,1.485587318893021,1.2478460499249124,True
clean,fault,15,5,True,1.4851070851001582,1.2478460499249124,True
clean,fault,15,6,True,1.4916483189333423,1.2478460499249124,True
clean,fault,15,7,True,1.4570466972792837,1.2478460499249124,True
clean,fault,15,8,True,1.4557554582113614,1.2478460499249124,True
clean,fault,15,9,True,1.50515813041417,1.2478460499249124,True
clean,fault,15,10,True,1.4951237947747602,1.2478460499249124,True
clean,fault,15,11,True,1.484890394334843,1.2478460499249124,True
clean,fault,16,0,False,0.4369696423156646,1.2478460499249124,False
clean,fault,16,1,False,0.4199350949336131,1.2478460499249124,False
clean,fault,16,2,False,0.45513337949579424,1.2478460499249124,False
clean,fault,16,3,False,0.4307355181323861,1.2478460499249124,False
clean,fault,16,4,True,1.4570466972792837,1.2478460499249124,True
clean,fault,16,5,True,1.4853532814655568,1.2478460499249124,True
clean,fault,16,6,True,1.4827090160533734,1.2478460499249124,True
clean,fault,16,7,True,1.4832450584815462,1.2478460499249124,True
clean,fault,16,8,True,1.4832450584815462,1.2478460499249124,True
