condition,event_class,event_id,window,fault_active,normalized_impulse,diff_rms,kurtosis,score_only,score_plus_diff,triple_evidence
clean,healthy,2,11,False,0.42289122955119407,0.1455971111602434,1.8613620332191023,0,0,0
clean,healthy,3,0,False,0.4153219434626156,0.15017058898334254,1.8256932610716716,0,0,0
clean,healthy,3,1,False,0.41223748856836134,0.14740191858100757,1.8694504296730943,0,0,0
clean,healthy,3,2,False,0.4354824067553127,0.1464991542211294,1.8655441461742077,0,0,0
clean,healthy,3,3,False,0.43918529587237487,0.14852491500723114,1.875127791200593,0,0,0
clean,healthy,3,4,False,0.4477594013268205,0.14972220302294922,1.8557336445436303,0,0,0
clean,healthy,3,5,False,0.43479050465710467,0.1471045085179221,1.8641635835158745,0,0,0
clean,healthy,3,6,False,0.4284753305186921,0.14928492114548064,1.8787537661870306,0,0,0
clean,healthy,3,7,False,0.43479050465710467,0.1471045085179221,1.8641635835158745,0,0,0
clean,healthy,3,8,False,0.4122718973866925,0.14975403577652924,1.8351398888407755,0,0,0
clean,healthy,3,9,False,0.41223748856836134,0.14740191858100757,1.8694504296730943,0,0,0
clean,healthy,3,10,False,0.4417221273524332,0.14690949044467108,1.8574003984260767,0,0,0
clean,healthy,3,11,False,0.4409532265257949,0.1464730863460423,1.8753571716148807,0,0,0
clean,healthy,4,0,False,0.43808526186774377,0.14519800124175988,1.8747399131452205,0,0,0
clean,healthy,4,1,False,0.43479050465710467,0.1471045085179221,1.8641635835158745,0,0,0
clean,healthy,4,2,False,0.4353100752376425,0.14638454994522407,1.8684616545503319,0,0,0
clean,healthy,4,3,False,0.4207107130981371,0.15199727604899044,1.843196583111135,0,0,0
clean,healthy,4,4,False,0.4306731578599831,0.14798132159005617,1.8832458960272382,0,0,0
clean,healthy,4,5,False,0.43753286699932664,0.151926212127498,1.8680637026466311,0,0,0
clean,healthy,4,6,False,0.42373700182854945,0.1500010846718937,1.8807233251805167,0,0,0
clean,healthy,4,7,False,0.4147333337331775,0.14918741351547116,1.8298413272907506,0,0,0
clean,healthy,4,8,False,0.4199350949336131,0.1499502359556877,1.8251503677282643,0,0,0
clean,healthy,4,9,False,0.41484906707633284,0.14831312281830134,1.86095345188939,0,0,0
clean,healthy,4,10,False,0.4190044268749952,0.1499436183326213,1.8513373188939888,0,0,0
clean,healthy,4,11,False,0.4207909256471266,0.14845616653453844,1.86425386385867,0,0,0
clean,healthy,5,0,False,0.43756311900901135,0.14832252022313966,1.8698048245501278,0,0,0
clean,healthy,5,1,False,0.4132839968252271,0.14689454929224213,1.8378697561262474,0,0,0
clean,healthy,5,2,False,0.42284537171802483,0.149286237686916,1.8398930101961195,0,0,0
clean,healthy,5,3,False,0.4175234304676019,0.1490399582246295,1.8510399992324713,0,0,0
clean,healthy,5,4,False,0.43058320176438813,0.15071251460142512,1.861848175643694,0,0,0
clean,healthy,5,5,False,0.43094302007994734,0.15085977343911372,1.860497163274286,0,0,0
clean,healthy,5,6,False,0.4176715931069739,0.14864630603308746,1.852623543601581,0,0,0
clean,healthy,5,7,False,0.4207107130981371,0.15199727604899044,1.843196583111135,0,0,0
clean,healthy,5,8,False,0.4373197285586412,0.1506571867438004,1.83909812300954,0,0,0
clean,healthy,5,9,False,0.4122718973866925,0.14975403577652924,1.8351398888407755,0,0,0
clean,healthy,5,10,False,0.4424179571722314,0.1548603945984041,1.8737489343384945,0,0,0
clean,healthy,5,11,False,0.4385138651903563,0.1455556998580254,1.8576730574072546,0,0,0
clean,healthy,6,0,False,0.41735289470666087,0.1449957671003956,1.8745406344350408,0,0,0
clean,healthy,6,1,False,0.4181012014363704,0.14723109814798752,1.8444431686129836,0,0,0
clean,healthy,6,2,False,0.43217249125591206,0.1506832886329408,1.8435874023911016,0,0,0
clean,healthy,6,3,False,0.41614602176506266,0.14675306450789707,1.8656355661835808,0,0,0
clean,healthy,6,4,False,0.4359253091581564,0.1476652117209013,1.847679764868852,0,0,0
clean,healthy,6,5,False,0.4470087410327325,0.15133838439190592,1.8608733354889757,0,0,0
clean,healthy,6,6,False,0.4136992707152917,0.14815223005008749,1.8337917774867099,0,0,0
clean,healthy,6,7,False,0.42289122955119407,0.1455971111602434,1.8613620332191023,0,0,0
clean,healthy,6,8,False,0.4305024618862672,0.1426573233207557,1.852189268335756,0,0,0
clean,healthy,6,9,False,0.4353100752376425,0.14638454994522407,1.8684616545503319,0,0,0
clean,healthy,6,10,False,0.4136992707152917,0.14815223005008749,1.8337917774867099,0,0,0
clean,healthy,6,11,False,0.4491864969306982,0.1505329904911057,1.8430875997525615,0,0,0
clean,healthy,7,0,False,0.4136992707152917,0.14815223005008749,1.8337917774867099,0,0,0
clean,healthy,7,1,False,0.4306731578599831,0.14798132159005617,1.8832458960272382,0,0,0
clean,healthy,7,2,False,0.4443567024579231,0.15360693649309373,1.8981231548141986,0,0,0
clean,healthy,7,3,False,0.43094302007994734,0.15085977343911372,1.860497163274286,0,0,0
clean,healthy,7,4,False,0.4136263829446306,0.14755832004067357,1.8618180967120224,0,0,0
clean,healthy,7,5,False,0.40302466295247585,0.14114459874752422,1.8497709981327943,0,0,0
clean,healthy,7,6,False,0.4208429948560998,0.1487185955145816,1.8799206160225095,0,0,0
clean,healthy,7,7,False,0.43299982090443995,0.14849113744313286,1.8693847889449366,0,0,0
clean,healthy,7,8,False,0.4061703801879843,0.1460265120129688,1.8273297014804026,0,0,0
clean,healthy,7,9,False,0.4136263829446306,0.14755832004067357,1.8618180967120224,0,0,0
clean,healthy,7,10,False,0.4584869211478072,0.15467853688145164,1.8612645198192292,0,0,0
clean,healthy,7,11,False,0.4470087410327325,0.15133838439190592,1.8608733354889757,0,0,0
clean,healthy,8,0,False,0.4423682048779494,0.1492960447717077,1.8523884653100444,0,0,0
clean,healthy,8,1,False,0.41735289470666087,0.1449957671003956,1.8745406344350408,0,0,0
clean,healthy,8,2,False,0.42564749614910286,0.14858737538773847,1.8633957089909894,0,0,0
clean,healthy,8,3,False,0.42027323765700625,0.15172126825054336,1.8416792242029756,0,0,0
clean,healthy,8,4,False,0.4175234304676019,0.1490399582246295,1.8510399992324713,0,0,0
clean,healthy,8,5,False,0.4643481319486377,0.1551157132953886,1.9470725865456384,0,0,0
clean,healthy,8,6,False,0.4118200420349834,0.14668536394099083,1.8395826114563691,0,0,0
clean,healthy,8,7,False,0.43425685999325836,0.1507638031893582,1.8751755168756556,0,0,0
clean,healthy,8,8,False,0.4293986084825741,0.14930929450002306,1.862552581973546,0,0,0
clean,healthy,8,9,False,0.4208429948560998,0.1487185955145816,1.8799206160225095,0,0,0
clean,healthy,8,10,False,0.41682510603346645,0.14802758247687975,1.878215795626075,0,0,0
clean,healthy,8,11,False,0.4584869211478072,0.15467853688145164,1.8612645198192292,0,0,0
clean,healthy,9,0,False,0.41614602176506266,0.14675306450789707,1.8656355661835808,0,0,0
clean,healthy,9,1,False,0.43978350122102866,0.14886924546936484,1.8597732452032771,0,0,0
clean,healthy,9,2,False,0.4132839968252271,0.14689454929224213,1.8378697561262474,0,0,0
clean,healthy,9,3,False,0.43182616347661934,0.15061990911824452,1.8545559280402117,0,0,0
clean,healthy,9,4,False,0.42027323765700625,0.15172126825054336,1.8416792242029756,0,0,0
clean,healthy,9,5,False,0.4479077650823815,0.14952602802501336,1.8614122979863874,0,0,0
clean,healthy,9,6,False,0.4353758636131287,0.1500546806027367,1.8660603066400736,0,0,0
clean,healthy,9,7,False,0.4470087410327325,0.15133838439190592,1.8608733354889757,0,0,0
clean,healthy,9,8,False,0.43756311900901135,0.14832252022313966,1.8698048245501278,0,0,0
clean,healthy,9,9,False,0.4008273940198873,0.14585999658992882,1.8317113577602941,0,0,0
clean,healthy,9,10,False,0.40369277913493934,0.1471319739404536,1.850388439051442,0,0,0
clean,healthy,9,11,False,0.4491864969306982,0.1505329904911057,1.8430875997525615,0,0,0
clean,healthy,10,0,False,0.4098785741760362,0.14724394103244715,1.8647941612446999,0,0,0
clean,healthy,10,1,False,0.43753286699932664,0.151926212127498,1.8680637026466311,0,0,0
clean,healthy,10,2,False,0.4008273940198873,0.14585999658992882,1.8317113577602941,0,0,0
clean,healthy,10,3,False,0.4122718973866925,0.14975403577652924,1.8351398888407755,0,0,0
clean,healthy,10,4,False,0.4353100752376425,0.14638454994522407,1.8684616545503319,0,0,0
clean,healthy,10,5,False,0.40836384126426806,0.14706293843526969,1.817827865943924,0,0,0
clean,healthy,10,6,False,0.4440806483589156,0.1492924533639854,1.880068804851851,0,0,0
clean,healthy,10,7,False,0.43808526186774377,0.14519800124175988,1.8747399131452205,0,0,0
clean,healthy,10,8,False,0.45029731205468376,0.15056741522219125,1.8842446292272537,0,0,0
clean,healthy,10,9,False,0.4243614583005725,0.1470197338480133,1.8656271405090414,0,0,0
clean,healthy,10,10,False,0.44023645754107854,0.14823583003788252,1.8802184553402592,0,0,0
clean,healthy,10,11,False,0.4136263829446306,0.14755832004067357,1.8618180967120224,0,0,0
clean,healthy,11,0,False,0.4267588902448222,0.1473924883786015,1.83502286784149,0,0,0
clean,healthy,11,1,False,0.43425685999325836,0.1507638031893582,1.8751755168756556,0,0,0
clean,healthy,11,2,False,0.4199350949336131,0.1499502359556877,1.8251503677282643,0,0,0
clean,healthy,11,3,False,0.4385138651903563,0.1455556998580254,1.8576730574072546,0,0,0
clean,healthy,11,4,False,0.4220794856390314,0.14786199498493469,1.8656362866902991,0,0,0
clean,healthy,11,5,False,0.453355126673871,0.1496561011301958,1.8907093761875595,0,0,0
clean,healthy,11,6,False,0.43881128223377996,0.14506662104897414,1.8607945668850736,0,0,0
clean,healthy,11,7,False,0.4305024618862672,0.1426573233207557,1.852189268335756,0,0,0
clean,healthy,11,8,False,0.4479077650823815,0.14952602802501336,1.8614122979863874,0,0,0
clean,healthy,11,9,False,0.41735289470666087,0.1449957671003956,1.8745406344350408,0,0,0
clean,healthy,11,10,False,0.4207107130981371,0.15199727604899044,1.843196583111135,0,0,0
clean,healthy,11,11,False,0.4539939227264895,0.1503796577311735,1.87524204548452,0,0,0
clean,healthy,12,0,False,0.42358813260613865,0.1487432070332672,1.8556753111924977,0,0,0
clean,healthy,12,1,False,0.43881128223377996,0.14506662104897414,1.8607945668850736,0,0,0
clean,healthy,12,2,False,0.4122718973866925,0.14975403577652924,1.8351398888407755,0,0,0
clean,healthy,12,3,False,0.43058320176438813,0.15071251460142512,1.861848175643694,0,0,0
clean,healthy,12,4,False,0.4220794856390314,0.14786199498493469,1.8656362866902991,0,0,0
clean,healthy,12,5,False,0.42373700182854945,0.1500010846718937,1.8807233251805167,0,0,0
clean,healthy,12,6,False,0.41401529980683094,0.14695786084360588,1.873081096103107,0,0,0
clean,healthy,12,7,False,0.41682510603346645,0.14802758247687975,1.878215795626075,0,0,0
clean,healthy,12,8,False,0.42060785565345365,0.14662078172228016,1.8680289434796085,0,0,0
clean,healthy,12,9,False,0.43881128223377996,0.14506662104897414,1.8607945668850736,0,0,0
clean,healthy,12,10,False,0.4132959004316644,0.1490557413962638,1.8340433912658014,0,0,0
clean,healthy,12,11,False,0.42991345559493516,0.14850932080681026,1.8765699904800324,0,0,0
clean,healthy,13,0,False,0.4306731578599831,0.14798132159005617,1.8832458960272382,0,0,0
clean,healthy,13,1,False,0.4466842505616596,0.15151585544982404,1.8470966637510244,0,0,0
clean,healthy,13,2,False,0.43962526315986505,0.14858310116829906,1.8704992955343847,0,0,0
clean,healthy,13,3,False,0.4450057139900811,0.1502739360725443,1.9051507766631068,0,0,0
clean,healthy,13,4,False,0.41682510603346645,0.14802758247687975,1.878215795626075,0,0,0
clean,healthy,13,5,False,0.44205509979379437,0.15039694457920152,1.8673365455284885,0,0,0
clean,healthy,13,6,False,0.42198224548455154,0.1463907333287435,1.8478706208165425,0,0,0
clean,healthy,13,7,False,0.4440806483589156,0.1492924533639854,1.880068804851851,0,0,0
clean,healthy,13,8,False,0.42637452484009025,0.14994620522854757,1.8889024155540848,0,0,0
clean,healthy,13,9,False,0.4102368551117367,0.14868678475207656,1.8442482407741894,0,0,0
clean,healthy,13,10,False,0.4518314924824914,0.147290567660983,1.90918081609049,0,0,0
clean,healthy,13,11,False,0.43182616347661934,0.15061990911824452,1.8545559280402117,0,0,0
clean,healthy,14,0,False,0.4199350949336131,0.1499502359556877,1.8251503677282643,0,0,0
clean,healthy,14,1,False,0.4384958297632575,0.15555558560433405,1.8384633471143388,0,0,0
clean,healthy,14,2,False,0.4132839968252271,0.14689454929224213,1.8378697561262474,0,0,0
clean,healthy,14,3,False,0.4175498828227224,0.15189331458413913,1.858008467995092,0,0,0
clean,healthy,14,4,False,0.4237638742618308,0.14865682870655036,1.8541740256683148,0,0,0
clean,healthy,14,5,False,0.4175234304676019,0.1490399582246295,1.8510399992324713,0,0,0
clean,healthy,14,6,False,0.42564749614910286,0.14858737538773847,1.8633957089909894,0,0,0
clean,healthy,14,7,False,0.4479077650823815,0.14952602802501336,1.8614122979863874,0,0,0
clean,healthy,14,8,False,0.4354824067553127,0.1464991542211294,1.8655441461742077,0,0,0
clean,healthy,14,9,False,0.4243614583005725,0.1470197338480133,1.8656271405090414,0,0,0
clean,healthy,14,10,False,0.41401529980683094,0.14695786084360588,1.873081096103107,0,0,0
clean,healthy,14,11,False,0.4136263829446306,0.14755832004067357,1.8618180967120224,0,0,0
clean,healthy,15,0,False,0.4136992707152917,0.14815223005008749,1.8337917774867099,0,0,0
clean,healthy,15,1,False,0.4267588902448222,0.1473924883786015,1.83502286784149,0,0,0
clean,healthy,15,2,False,0.45017482642052536,0.149573017752703,1.898536854094212,0,0,0
clean,healthy,15,3,False,0.4175234304676019,0.1490399582246295,1.8510399992324713,0,0,0
clean,healthy,15,4,False,0.43480912276877404,0.15109862720203063,1.8588944451699432,0,0,0
clean,healthy,15,5,False,0.4477594013268205,0.14972220302294922,1.8557336445436303,0,0,0
clean,healthy,15,6,False,0.4207909256471266,0.14845616653453844,1.86425386385867,0,0,0
clean,healthy,15,7,False,0.43918529587237487,0.14852491500723114,1.875127791200593,0,0,0
clean,healthy,15,8,False,0.44622820471605096,0.15192516855485788,1.8667405404381077,0,0,0
clean,healthy,15,9,False,0.4181012014363704,0.14723109814798752,1.8444431686129836,0,0,0
clean,healthy,15,10,False,0.4153445942181295,0.15095012254767293,1.8448263032233179,0,0,0
clean,healthy,15,11,False,0.4354824067553127,0.1464991542211294,1.8655441461742077,0,0,0
clean,fault,1,0,False,0.4477594013268205,0.14972220302294922,1.8557336445436303,0,0,0
clean,fault,1,1,False,0.4409532265257949,0.1464730863460423,1.8753571716148807,0,0,0
clean,fault,1,2,False,0.4417221273524332,0.14690949044467108,1.8574003984260767,0,0,0
clean,fault,1,3,False,0.42373700182854945,0.1500010846718937,1.8807233251805167,0,0,0
clean,fault,1,4,True,1.4579546318029661,0.5399145196676388,2.4890570262987803,1,1,1
clean,fault,1,5,True,1.4853532814655568,0.5057299803524087,2.540948891343295,1,1,1
clean,fault,1,6,True,1.4790685096618694,0.5108810833779451,2.5312217702671336,1,1,1
clean,fault,1,7,True,1.480891245567713,0.5491981756749189,2.5104359591449024,1,1,1
clean,fault,1,8,True,1.52792855504088,0.527527489150658,2.601172861784528,1,1,1
clean,fault,1,9,True,1.4991210921721898,0.5111034296468361,2.5339789990919352,1,1,1
clean,fault,1,10,True,1.4881201403376276,0.5005247608784522,2.5987393235649856,1,1,1
clean,fault,1,11,True,1.485587318893021,0.5291478207026304,2.512018247766605,1,1,1
clean,fault,2,0,False,0.41223748856836134,0.14740191858100757,1.8694504296730943,0,0,0
clean,fault,2,1,False,0.43299982090443995,0.14849113744313286,1.8693847889449366,0,0,0
clean,fault,2,2,False,0.41614602176506266,0.14675306450789707,1.8656355661835808,0,0,0
clean,fault,2,3,False,0.40302466295247585,0.14114459874752422,1.8497709981327943,0,0,0
clean,fault,2,4,True,1.4832158229180799,0.5144520745643372,2.5816674797718346,1,1,1
clean,fault,2,5,True,1.460900215288391,0.5207532604160865,2.559844660968557,1,1,1
clean,fault,2,6,True,1.521613572579244,0.5100482384722905,2.6023293106268475,1,1,1
clean,fault,2,7,True,1.4286084127496967,0.5031328545718069,2.434688446859596,1,1,1
clean,fault,2,8,True,1.4813751609596044,0.5376075200609913,2.4945065018987007,1,1,1
clean,fault,2,9,True,1.4721472604625125,0.4924056559979054,2.5541955915612466,1,1,1
clean,fault,2,10,True,1.46887743408985,0.4988583811046968,2.5313756959002425,1,1,1
clean,fault,2,11,True,1.4998707304860315,0.5388740849590534,2.578552426802704,1,1,1
clean,fault,3,0,False,0.40945892919047283,0.14911703249378672,1.8350635537225954,0,0,0
clean,fault,3,1,False,0.4502639308128041,0.15463596302792235,1.9192119512512609,0,0,0
clean,fault,3,2,False,0.40369277913493934,0.1471319739404536,1.850388439051442,0,0,0
clean,fault,3,3,False,0.44137237299428567,0.14481997942369682,1.8541031551533877,0,0,0
clean,fault,3,4,True,1.4669697681956173,0.5137019749426129,2.5337216399316635,1,1,1
clean,fault,3,5,True,1.4923268135732781,0.5335023619914323,2.5532235379615553,1,1,1
clean,fault,3,6,True,1.4803976680812803,0.51987590990341,2.5361006941534514,1,1,1
clean,fault,3,7,True,1.4832158229180799,0.5144520745643372,2.5816674797718346,1,1,1
clean,fault,3,8,True,1.4895451814568026,0.5141433147755223,2.510294979893998,1,1,1
clean,fault,3,9,True,1.4286084127496967,0.5031328545718069,2.434688446859596,1,1,1
clean,fault,3,10,True,1.4438477603946487,0.5140141009505221,2.5482362717762195,1,1,1
clean,fault,3,11,True,1.5000860358899917,0.5195958639325694,2.5617155979814985,1,1,1
clean,fault,4,0,False,0.44023645754107854,0.14823583003788252,1.8802184553402592,0,0,0
clean,fault,4,1,False,0.4518314924824914,0.147290567660983,1.90918081609049,0,0,0
clean,fault,4,2,False,0.4208429948560998,0.1487185955145816,1.8799206160225095,0,0,0
clean,fault,4,3,False,0.4132959004316644,0.1490557413962638,1.8340433912658014,0,0,0
clean,fault,4,4,True,1.5047382526141462,0.5531402598084328,2.5931506616755513,1,1,1
clean,fault,4,5,True,1.485587318893021,0.5291478207026304,2.512018247766605,1,1,1
clean,fault,4,6,True,1.4792616381412702,0.5016074925583082,2.5464661707287135,1,1,1
clean,fault,4,7,True,1.4602443503741624,0.5400581715457631,2.50389180160559,1,1,1
clean,fault,4,8,True,1.5047382526141462,0.5531402598084328,2.5931506616755513,1,1,1
clean,fault,4,9,True,1.4570466972792837,0.5110202412510823,2.458191141022873,1,1,1
clean,fault,4,10,True,1.4623219902664821,0.5153987140447707,2.4701039624717387,1,1,1
clean,fault,4,11,True,1.4535304206260387,0.512150290768835,2.450507063877855,1,1,1
clean,fault,5,0,False,0.4284753305186921,0.14928492114548064,1.8787537661870306,0,0,0
clean,fault,5,1,False,0.43978350122102866,0.14886924546936484,1.8597732452032771,0,0,0
clean,fault,5,2,False,0.45029731205468376,0.15056741522219125,1.8842446292272537,0,0,0
clean,fault,5,3,False,0.4153219434626156,0.15017058898334254,1.8256932610716716,0,0,0
clean,fault,5,4,True,1.463029644296073,0.5364366370965546,2.536819838441803,1,1,1
clean,fault,5,5,True,1.5000860358899917,0.5195958639325694,2.5617155979814985,1,1,1
clean,fault,5,6,True,1.4286084127496967,0.5031328545718069,2.434688446859596,1,1,1
clean,fault,5,7,True,1.444350845142423,0.5123316061661655,2.490338952782472,1,1,1
clean,fault,5,8,True,1.4792616381412702,0.5016074925583082,2.5464661707287135,1,1,1
clean,fault,5,9,True,1.463029644296073,0.5364366370965546,2.536819838441803,1,1,1
clean,fault,5,10,True,1.4687457149519776,0.5454922374099241,2.475471972900909,1,1,1
clean,fault,5,11,True,1.4928038305529725,0.5060307754463714,2.5256700942505197,1,1,1
clean,fault,6,0,False,0.43479050465710467,0.1471045085179221,1.8641635835158745,0,0,0
clean,fault,6,1,False,0.4597145298221199,0.15276732444679217,1.8814925133405778,0,0,0
clean,fault,6,2,False,0.42143492035248303,0.14905384070774338,1.8340976774130866,0,0,0
clean,fault,6,3,False,0.45029731205468376,0.15056741522219125,1.8842446292272537,0,0,0
clean,fault,6,4,True,1.4790685096618694,0.5108810833779451,2.5312217702671336,1,1,1
clean,fault,6,5,True,1.504561955174201,0.5452868025839549,2.5562967170986024,1,1,1
clean,fault,6,6,True,1.4570466972792837,0.5110202412510823,2.458191141022873,1,1,1
clean,fault,6,7,True,1.4910748886812781,0.5168689374287583,2.5549948194950667,1,1,1
clean,fault,6,8,True,1.4882073642800961,0.5397218986960678,2.530291825739219,1,1,1
clean,fault,6,9,True,1.5088027963120083,0.5236626756766678,2.577993660293156,1,1,1
clean,fault,6,10,True,1.463029644296073,0.5364366370965546,2.536819838441803,1,1,1
clean,fault,6,11,True,1.4689222404098548,0.5090714497679617,2.4769034141433384,1,1,1
clean,fault,7,0,False,0.45029731205468376,0.15056741522219125,1.8842446292272537,0,0,0
clean,fault,7,1,False,0.4208429948560998,0.1487185955145816,1.8799206160225095,0,0,0
clean,fault,7,2,False,0.42991345559493516,0.14850932080681026,1.8765699904800324,0,0,0
clean,fault,7,3,False,0.43299982090443995,0.14849113744313286,1.8693847889449366,0,0,0
clean,fault,7,4,True,1.4893818308302655,0.5499322312379326,2.5227778680235966,1,1,1
clean,fault,7,5,True,1.4631103492024653,0.5067252182625319,2.507121060839258,1,1,1
clean,fault,7,6,True,1.4851070851001582,0.5129273151442723,2.5137331500807294,1,1,1
clean,fault,7,7,True,1.4613572683213847,0.5365686475747843,2.4680655833600285,1,1,1
clean,fault,7,8,True,1.4916435862777957,0.5326375733696966,2.528437725042481,1,1,1
clean,fault,7,9,True,1.4623219902664821,0.5153987140447707,2.4701039624717387,1,1,1
clean,fault,7,10,True,1.5139121522207617,0.5452857140504802,2.59750298985775,1,1,1
clean,fault,7,11,True,1.4938716820921498,0.5285042151296226,2.5294956575688494,1,1,1
clean,fault,8,0,False,0.4175234304676019,0.1490399582246295,1.8510399992324713,0,0,0
clean,fault,8,1,False,0.4307355181323861,0.1465188855154624,1.8431628209675701,0,0,0
clean,fault,8,2,False,0.43918529587237487,0.14852491500723114,1.875127791200593,0,0,0
clean,fault,8,3,False,0.4385138651903563,0.1455556998580254,1.8576730574072546,0,0,0
clean,fault,8,4,True,1.4771998989824424,0.5178530487486543,2.5147192363278146,1,1,1
clean,fault,8,5,True,1.4813751609596044,0.5376075200609913,2.4945065018987007,1,1,1
clean,fault,8,6,True,1.4540691395984329,0.5206985944621613,2.4802918974504227,1,1,1
clean,fault,8,7,True,1.4453880127587142,0.5094314965693539,2.4310943021081535,1,1,1
clean,fault,8,8,True,1.4453880127587142,0.5094314965693539,2.4310943021081535,1,1,1
clean,fault,8,9,True,1.476657160326521,0.5126747538267115,2.4788547641093035,1,1,1
clean,fault,8,10,True,1.51392837659643,0.5260952983177807,2.5500808829052515,1,1,1
clean,fault,8,11,True,1.5059528494667405,0.5437119210043287,2.537313083507024,1,1,1
clean,fault,9,0,False,0.4353100752376425,0.14638454994522407,1.8684616545503319,0,0,0
clean,fault,9,1,False,0.4385138651903563,0.1455556998580254,1.8576730574072546,0,0,0
clean,fault,9,2,False,0.44622820471605096,0.15192516855485788,1.8667405404381077,0,0,0
clean,fault,9,3,False,0.43753286699932664,0.151926212127498,1.8680637026466311,0,0,0
clean,fault,9,4,True,1.4916435862777957,0.5326375733696966,2.528437725042481,1,1,1
clean,fault,9,5,True,1.4521766596623351,0.532081661635601,2.4783824099403833,1,1,1
clean,fault,9,6,True,1.4975701794777279,0.518858326601449,2.523471716169808,1,1,1
clean,fault,9,7,True,1.4832450584815462,0.5520666480418994,2.531535659654775,1,1,1
clean,fault,9,8,True,1.5139121522207617,0.5452857140504802,2.59750298985775,1,1,1
clean,fault,9,9,True,1.4611165206020758,0.5250381688337598,2.4807777724448994,1,1,1
clean,fault,9,10,True,1.4923268135732781,0.5335023619914323,2.5532235379615553,1,1,1
clean,fault,9,11,True,1.519335821689187,0.5699212955671669,2.522164088371435,1,1,1
clean,fault,10,0,False,0.42289122955119407,0.1455971111602434,1.8613620332191023,0,0,0
clean,fault,10,1,False,0.40302466295247585,0.14114459874752422,1.8497709981327943,0,0,0
clean,fault,10,2,False,0.4132839968252271,0.14689454929224213,1.8378697561262474,0,0,0
clean,fault,10,3,False,0.43756311900901135,0.14832252022313966,1.8698048245501278,0,0,0
clean,fault,10,4,True,1.46887743408985,0.4988583811046968,2.5313756959002425,1,1,1
clean,fault,10,5,True,1.463029644296073,0.5364366370965546,2.536819838441803,1,1,1
clean,fault,10,6,True,1.4631103492024653,0.5067252182625319,2.507121060839258,1,1,1
clean,fault,10,7,True,1.4790685096618694,0.5108810833779451,2.5312217702671336,1,1,1
clean,fault,10,8,True,1.4689222404098548,0.5090714497679617,2.4769034141433384,1,1,1
clean,fault,10,9,True,1.4749781893561564,0.5454419226950071,2.5263337724400694,1,1,1
clean,fault,10,10,True,1.5139121522207617,0.5452857140504802,2.59750298985775,1,1,1
clean,fault,10,11,True,1.4564064981367129,0.5369933397028812,2.4944716936818128,1,1,1
clean,fault,11,0,False,0.43946521340612615,0.1483748181544902,1.8604329549278515,0,0,0
clean,fault,11,1,False,0.43094302007994734,0.15085977343911372,1.860497163274286,0,0,0
clean,fault,11,2,False,0.4175498828227224,0.15189331458413913,1.858008467995092,0,0,0
clean,fault,11,3,False,0.4122718973866925,0.14975403577652924,1.8351398888407755,0,0,0
clean,fault,11,4,True,1.4916435862777957,0.5326375733696966,2.528437725042481,1,1,1
clean,fault,11,5,True,1.4521766596623351,0.532081661635601,2.4783824099403833,1,1,1
clean,fault,11,6,True,1.4907469206431605,0.5180187222629123,2.568566249809837,1,1,1
