condition,class,run,rms,crest,kurtosis,diff_rms,normalized_impulse
clean,healthy,24,0.4616321555732523,2.3804124196591463,1.8597732452032771,0.14886924546936484,0.43978350122102866
clean,healthy,25,0.4554592166076216,2.2818708472581624,1.8614122979863874,0.14952602802501336,0.4479077650823815
clean,healthy,26,0.4824077847061018,2.170299317741431,1.8251503677282643,0.1499502359556877,0.4199350949336131
clean,healthy,27,0.48333583111612627,2.2949435559987066,1.8889024155540848,0.14994620522854757,0.42637452484009025
clean,healthy,28,0.46972049015900663,2.0297218203463077,1.8613620332191023,0.1455971111602434,0.42289122955119407
clean,healthy,29,0.46044680045051195,2.0722605970703247,1.847679764868852,0.1476652117209013,0.4359253091581564
clean,healthy,30,0.47644190388181834,2.143540687950513,1.8680289434796085,0.14662078172228016,0.42060785565345365
clean,healthy,31,0.46491537264141186,2.195355540623506,1.8673365455284885,0.15039694457920152,0.44205509979379437
clean,healthy,32,0.47898717240287014,2.145102281196819,1.8340976774130866,0.14905384070774338,0.42143492035248303
clean,healthy,33,0.47824537078723134,2.1133123054097145,1.8444431686129836,0.14723109814798752,0.4181012014363704
clean,healthy,34,0.490498927568694,2.151957635062551,1.843196583111135,0.15199727604899044,0.4207107130981371
clean,healthy,35,0.4688804978596589,2.1716589764808187,1.8693847889449366,0.14849113744313286,0.43299982090443995
clean,healthy,36,0.4888916610396727,2.212356363870856,1.8694504296730943,0.14740191858100757,0.41223748856836134
clean,healthy,37,0.4493108563023621,2.3666473504392966,1.9029032953321907,0.14634642589926417,0.4493073958510742
clean,healthy,38,0.475662948291247,2.113677355355585,1.8745406344350408,0.1449957671003956,0.41735289470666087
clean,healthy,39,0.46785741209133247,2.367446467428581,1.83502286784149,0.1473924883786015,0.4267588902448222
clean,healthy,40,0.4652222833285448,2.162458480344474,1.8769192010952178,0.1495082059788403,0.44027832981547815
clean,healthy,41,0.47888857546657937,2.315843563685726,1.8398930101961195,0.149286237686916,0.42284537171802483
clean,healthy,42,0.4593359445639941,2.2978517101186626,1.8523884653100444,0.1492960447717077,0.4423682048779494
clean,healthy,43,0.4462083768765981,2.150364751787099,1.8936617314225066,0.14945900324309735,0.4609306243207353
clean,healthy,44,0.45359443600000987,2.4672041048515867,1.87524204548452,0.1503796577311735,0.4539939227264895
clean,healthy,45,0.47153356421793735,2.3134591032182152,1.8832458960272382,0.14798132159005617,0.4306731578599831
clean,healthy,46,0.49585436153755025,2.3130987499870863,1.858008467995092,0.15189331458413913,0.4175498828227224
clean,healthy,47,0.485657130839619,2.3342017394492958,1.8510399992324713,0.1490399582246295,0.4175234304676019
clean,healthy,48,0.4725002091537131,2.221203554120124,1.870093590898217,0.1509807576315286,0.4369696423156646
clean,healthy,49,0.4859951317992412,2.057578491397411,1.8273297014804026,0.1460265120129688,0.4061703801879843
clean,healthy,50,0.4845235919064663,2.16205945084562,1.8799206160225095,0.1487185955145816,0.4208429948560998
clean,healthy,51,0.4619425232401659,2.430245651910166,1.8641635835158745,0.1471045085179221,0.43479050465710467
clean,healthy,52,0.49363125348215176,2.2806588353212245,1.8448263032233179,0.15095012254767293,0.4153445942181295
clean,healthy,53,0.4737936501390689,2.423718595669747,1.8588944451699432,0.15109862720203063,0.43480912276877404
clean,healthy,54,0.4810028289665092,2.222214310106531,1.8384633471143388,0.15555558560433405,0.4384958297632575
clean,healthy,55,0.4825190765288076,2.2130822999115014,1.8582776696777294,0.14905093395256233,0.4210905718684264
clean,healthy,56,0.4831021296784971,2.2266086349434895,1.8395826114563691,0.14668536394099083,0.4118200420349834
clean,healthy,57,0.4524082627735391,2.21807422543912,1.8576730574072546,0.1455556998580254,0.4385138651903563
clean,healthy,58,0.46718967284367485,2.207401999353875,1.83909812300954,0.1506571867438004,0.4373197285586412
clean,healthy,59,0.46183993587251065,2.2768174570895727,1.8608733354889757,0.15133838439190592,0.4470087410327325
clean,healthy,60,0.47499976729295534,2.1904828291407914,1.8545559280402117,0.15061990911824452,0.43182616347661934
clean,healthy,61,0.4867001963670844,2.1957463959905876,1.878215795626075,0.14802758247687975,0.41682510603346645
clean,healthy,62,0.46262664872980197,2.2565096416174666,1.8752879567489236,0.1528959167317467,0.45258402830050887
clean,healthy,63,0.45380837656945044,2.1141787455544643,1.8747399131452205,0.14519800124175988,0.43808526186774377
clean,healthy,64,0.4558201182124271,2.3601407914929737,1.8814925133405778,0.15276732444679217,0.4597145298221199
clean,healthy,65,0.48659759474161296,2.0552572123509814,1.8298413272907506,0.14918741351547116,0.4147333337331775
clean,healthy,66,0.4885555067320049,2.1291352649983613,1.8256932610716716,0.15017058898334254,0.4153219434626156
clean,healthy,67,0.48991611274101493,2.1478683812624237,1.8416792242029756,0.15172126825054336,0.42027323765700625
clean,healthy,68,0.47454836538521683,1.9821630297588106,1.862552581973546,0.14930929450002306,0.4293986084825741
clean,healthy,69,0.47320805058462795,2.148870705791476,1.8656271405090414,0.1470197338480133,0.4243614583005725
clean,healthy,70,0.4817086025277558,2.371069472429725,1.86425386385867,0.14845616653453844,0.4207909256471266
clean,healthy,71,0.47749420622341293,2.1280875878725176,1.860497163274286,0.15085977343911372,0.43094302007994734
clean,healthy,72,0.46340570528836117,2.312149032748053,1.862857427314786,0.14855295061120322,0.43753189228393063
clean,healthy,73,0.46309165658932583,2.241766616163592,1.875127791200593,0.14852491500723114,0.43918529587237487
clean,healthy,74,0.46100141027416863,2.238285350747199,1.8470966637510244,0.15151585544982404,0.4466842505616596
clean,healthy,75,0.4939481252076829,2.1633737220187195,1.8330490182115333,0.15026526481688784,0.4118739255885904
clean,healthy,76,0.49250123409548463,2.19336617061847,1.8317113577602941,0.14585999658992882,0.4008273940198873
clean,healthy,77,0.45496499741343077,2.139461842158921,1.8430875997525615,0.1505329904911057,0.4491864969306982
clean,healthy,78,0.49346290445986724,2.231000148167452,1.82629311964798,0.14916721655900897,0.40851134003116973
clean,healthy,79,0.4859350806444384,2.1696158258089913,1.8712623725529034,0.14935815572545252,0.42045355798060285
clean,healthy,80,0.4651732036947866,2.2590984499797595,1.8667405404381077,0.15192516855485788,0.44622820471605096
clean,healthy,81,0.477556821191945,2.303719356922096,1.8787537661870306,0.14928492114548064,0.4284753305186921
clean,healthy,82,0.4776000515304011,2.139710975236072,1.861848175643694,0.15071251460142512,0.43058320176438813
clean,healthy,83,0.460513862676631,2.177704391734933,1.8604329549278515,0.1483748181544902,0.43946521340612615
clean,healthy,84,0.4821340257166961,2.2708152342053105,1.8688541328402737,0.15064186232338553,0.4271354298538974
clean,healthy,85,0.46095961509161804,2.1299752589577405,1.880068804851851,0.1492924533639854,0.4440806483589156
clean,healthy,86,0.4467764594973395,2.2395184720003476,1.8541031551533877,0.14481997942369682,0.44137237299428567
clean,healthy,87,0.46612582245781625,2.2379253343826724,1.9470725865456384,0.1551157132953886,0.4643481319486377
clean,healthy,88,0.46351578095747054,2.0952655257027173,1.8698048245501278,0.14832252022313966,0.43756311900901135
clean,healthy,89,0.4869138781901024,2.0914269920607076,1.8513373188939888,0.1499436183326213,0.4190044268749952
clean,healthy,90,0.4732112461156377,2.2404738126217616,1.8765699904800324,0.14850932080681026,0.42991345559493516
clean,healthy,91,0.48554818740971084,2.0988681142634062,1.817827865943924,0.14706293843526969,0.40836384126426806
clean,healthy,92,0.47458921935856696,2.0755898556019594,1.8680637026466311,0.151926212127498,0.43753286699932664
clean,healthy,93,0.46181153085499205,2.3151597050393753,1.8431628209675701,0.1465188855154624,0.4307355181323861
clean,healthy,94,0.4661039146846998,2.2873299262027724,1.9051507766631068,0.1502739360725443,0.4450057139900811
clean,healthy,95,0.4765235560149873,2.148342882001201,1.8633957089909894,0.14858737538773847,0.42564749614910286
clean,healthy,96,0.45098397844254906,2.2230037532365774,1.852189268335756,0.1426573233207557,0.4305024618862672
clean,healthy,97,0.4578060906149518,2.2045219018529214,1.898536854094212,0.149573017752703,0.45017482642052536
clean,healthy,98,0.45866685714191446,2.0767161940832155,1.84543455030895,0.14349857793269807,0.4250104038797997
clean,healthy,99,0.4761932044751736,2.1883095579458316,1.866070823491768,0.1512218194526863,0.4338057726353292
clean,healthy,100,0.4957783222965208,2.3665139391472603,1.850388439051442,0.1471319739404536,0.40369277913493934
clean,healthy,101,0.47478166917692166,2.053227679295322,1.8469738444873864,0.1522211838328287,0.4357240431454391
clean,healthy,102,0.4594806939087953,2.290909127384631,1.8655441461742077,0.1464991542211294,0.4354824067553127
clean,healthy,103,0.45096093776821217,2.343161495386138,1.8607945668850736,0.14506662104897414,0.43881128223377996
clean,healthy,104,0.47631210957954984,2.2323866951048545,1.8497709981327943,0.14114459874752422,0.40302466295247585
clean,healthy,105,0.4681730980332352,2.252502981236925,1.8584811639745233,0.151042823576073,0.43981771990015756
clean,healthy,106,0.4791409778625199,2.180377100329592,1.8737489343384945,0.1548603945984041,0.4424179571722314
clean,healthy,107,0.46171218906479355,2.309481390615268,1.8802184553402592,0.14823583003788252,0.44023645754107854
clean,healthy,108,0.47081255480807993,2.228475297741297,1.8660603066400736,0.1500546806027367,0.4353758636131287
clean,healthy,109,0.4816758117594707,2.29026863975793,1.8656355661835808,0.14675306450789707,0.41614602176506266
clean,healthy,110,0.4905662502930811,2.264338161958629,1.8647941612446999,0.14724394103244715,0.4098785741760362
clean,healthy,111,0.492072835448094,2.0444703385371543,1.8351398888407755,0.14975403577652924,0.4122718973866925
clean,healthy,112,0.4857968801800875,2.0683684975800474,1.873081096103107,0.14695786084360588,0.41401529980683094
clean,healthy,113,0.4596620161054936,2.2311592934211313,1.8684616545503319,0.14638454994522407,0.4353100752376425
clean,healthy,114,0.46162014092226505,2.380337687421879,1.8927610866445665,0.15271283435120958,0.45513337949579424
clean,healthy,115,0.4532663351696024,2.2711214771859423,1.8574003984260767,0.14690949044467108,0.4417221273524332
clean,healthy,116,0.46223790028552253,2.300180424177539,1.8704992955343847,0.14858310116829906,0.43962526315986505
clean,healthy,117,0.4854678403481969,2.2032829977593984,1.8807233251805167,0.1500010846718937,0.42373700182854945
clean,healthy,118,0.4867703239842486,2.118718146591296,1.8618180967120224,0.14755832004067357,0.4136263829446306
clean,healthy,119,0.4754133344938196,2.307244440435497,1.8751755168756556,0.1507638031893582,0.43425685999325836
clean,healthy,120,0.45042446260219765,2.212476053205362,1.90918081609049,0.147290567660983,0.4518314924824914
clean,fault,1,0.5682945304669659,3.2469214231251193,2.5482362717762195,0.5140141009505221,1.4438477603946487
clean,fault,2,0.5495437167096947,3.2609203681732364,2.4310943021081535,0.5094314965693539,1.4453880127587142
clean,fault,3,0.5639657701725513,3.1069959063187595,2.4802918974504227,0.5206985944621613,1.4540691395984329
clean,fault,4,0.5919543043096946,2.9361927298499015,2.5931506616755513,0.5531402598084328,1.5047382526141462
clean,fault,5,0.5454242846642013,3.2547438896259293,2.4769034141433384,0.5090714497679617,1.4689222404098548
clean,fault,6,0.5922030304583147,2.784778298252023,2.531535659654775,0.5520666480418994,1.4832450584815462
clean,fault,7,0.5466228687107773,3.5860384140838693,2.4788547641093035,0.5126747538267115,1.476657160326521
clean,fault,8,0.5412497557672966,3.2741587566741996,2.5489736560424547,0.5117137025214514,1.50942662619449
clean,fault,9,0.5380034666252336,2.6796038923375898,2.446600559717287,0.4943656530179697,1.4372911485931987
clean,fault,10,0.5768291996597258,2.9865252628712327,2.4680655833600285,0.5365686475747843,1.4613572683213847
clean,fault,11,0.5613009883100677,2.758034980686564,2.55677539817463,0.5204816778311312,1.4827090160533734
clean,fault,12,0.5483818706798714,3.027515275369845,2.507121060839258,0.5067252182625319,1.4631103492024653
clean,fault,13,0.5962047140843928,3.116999143980749,2.5418631593027645,0.5572832947423783,1.4902416684496531
clean,fault,14,0.5597674998006558,3.3679192602373713,2.490338952782472,0.5123316061661655,1.444350845142423
clean,fault,15,0.5437772839240615,2.647375710191595,2.478831944418139,0.49986408568417434,1.4472861815892504
clean,fault,16,0.5407393880338122,2.8049337262454768,2.6023293106268475,0.5100482384722905,1.521613572579244
clean,fault,17,0.5656191923855061,2.9589864973157645,2.5852172721465925,0.5301544983555824,1.507047142307549
clean,fault,18,0.5548822571742268,2.9629577737547517,2.552872490653069,0.5273906118061031,1.5186095203061785
clean,fault,19,0.5638375172187655,2.6949191698164476,2.5276528947493238,0.5202722300566099,1.4670178330982553
clean,fault,20,0.5746520827019492,3.0743732197642184,2.5517394310733463,0.5318153505949937,1.478339040859475
clean,fault,21,0.5475926920512882,3.12134811916442,2.5137331500807294,0.5129273151442723,1.4851070851001582
clean,fault,22,0.545193107509806,2.817511853402422,2.4766307478015226,0.5083623775101878,1.4674174378681788
clean,fault,23,0.5559196434064545,2.7892161931855988,2.5147192363278146,0.5178530487486543,1.4771998989824424
clean,fault,24,0.5751015127754174,3.3032854816690156,2.537313083507024,0.5437119210043287,1.5059528494667405
clean,fault,25,0.573182070348512,3.077996138360081,2.4945065018987007,0.5376075200609913,1.4813751609596044
clean,fault,26,0.5515708137842908,3.1273553710536097,2.450507063877855,0.512150290768835,1.4535304206260387
clean,fault,27,0.5345629477915611,3.3682776223655915,2.5541955915612466,0.4924056559979054,1.4721472604625125
clean,fault,28,0.5643717469916949,2.7998181716371775,2.4924623498300877,0.5176743490052068,1.4481237791169044
clean,fault,29,0.5703195388737105,2.9182069451537527,2.559844660968557,0.5207532604160865,1.460900215288391
clean,fault,30,0.5896405742588987,3.1069778927307183,2.4891330420143003,0.5454465781629049,1.459448975567069
clean,fault,31,0.5574032824400206,2.8208468789550514,2.5337216399316635,0.5137019749426129,1.4669697681956173
clean,fault,32,0.5728152271672967,3.1854590141984684,2.467005843112334,0.5211902023921801,1.429113684251423
clean,fault,33,0.5422117583137996,3.645075128320886,2.5987393235649856,0.5005247608784522,1.4881201403376276
clean,fault,34,0.5782986646404625,3.168898240923864,2.5387887391758612,0.5353564280726454,1.4750410740113322
clean,fault,35,0.5468000192703507,2.7547960695906593,2.493727012854887,0.5045489337445753,1.4571331091184132
clean,fault,36,0.5540844837074324,3.015056245078484,2.5549948194950667,0.5168689374287583,1.4910748886812781
clean,fault,37,0.5853610970044127,3.277383346677746,2.463036902092499,0.5429712364493238,1.4557554582113614
clean,fault,38,0.5502469441826173,2.83098728581037,2.5255222511542903,0.5064723615316573,1.462762139137305
clean,fault,39,0.5755175654800794,3.377058750565456,2.512589581031627,0.5272348527770134,1.452132700630749
clean,fault,40,0.5659785292864064,3.196117070526733,2.4807777724448994,0.5250381688337598,1.4611165206020758
clean,fault,41,0.5440099310017716,3.1364172816441522,2.592912586543939,0.49793104584188197,1.4738602811979897
clean,fault,42,0.5498857387718935,3.1137958104290786,2.458191141022873,0.5110202412510823,1.4570466972792837
clean,fault,43,0.5910061168905009,2.7596571305902153,2.4918956052905785,0.5474336550937623,1.4621921219710134
clean,fault,44,0.5569124428948219,3.3084200802023296,2.568566249809837,0.5180187222629123,1.4907469206431605
clean,fault,45,0.5769277797430038,3.301392542101581,2.578552426802704,0.5388740849590534,1.4998707304860315
clean,fault,46,0.5721050694601776,3.1364504080462594,2.518983627798937,0.5342283799396226,1.4820533307319026
clean,fault,47,0.554927272193546,2.8714018390342013,2.5500808829052515,0.5260952983177807,1.51392837659643
clean,fault,48,0.5626678872382054,3.2518958535161375,2.5294956575688494,0.5285042151296226,1.4938716820921498
clean,fault,49,0.5427172007617751,2.8084429786767497,2.5339789990919352,0.5111034296468361,1.4991210921721898
clean,fault,50,0.5906894399464995,2.9571648332085068,2.4571081380728796,0.5523989737814907,1.4659048827913128
clean,fault,51,0.586514136400231,2.580019881957804,2.490449056968807,0.5452002153632657,1.4669535615026892
clean,fault,52,0.5363670856889202,2.663858972872946,2.4602206363307197,0.4963212678779758,1.4514022589667674
clean,fault,53,0.5712376501711289,3.1605599099100026,2.5532235379615553,0.5335023619914323,1.4923268135732781
clean,fault,54,0.5682871835718111,3.023058636301912,2.478832726254706,0.530356760503813,1.469345266352033
clean,fault,55,0.5566325409656732,2.9930320988422348,2.437160063998052,0.5201884137170385,1.4589288403089784
clean,fault,56,0.5862625467063904,3.08638416555613,2.536153596753143,0.5541398454233692,1.5052720755130664
clean,fault,57,0.5572628127175148,3.186169650475586,2.577993660293156,0.5236626756766678,1.5088027963120083
clean,fault,58,0.5820290867889794,3.3786581761843575,2.4776757203774586,0.5307199188588145,1.4353008145753274
clean,fault,59,0.5768235697554583,2.845473562393081,2.4783824099403833,0.532081661635601,1.4521766596623351
clean,fault,60,0.5690987043397511,2.8259867984122353,2.511766587445581,0.5268507104239052,1.4672009942878124
clean,fault,61,0.5722988453975992,3.187035318122873,2.5476921383752273,0.5316191624064855,1.4826929774663469
clean,fault,62,0.5645341560271435,3.1165506260914713,2.512018247766605,0.5291478207026304,1.485587318893021
clean,fault,63,0.5543894708333664,3.3173645380816623,2.5617155979814985,0.5195958639325694,1.5000860358899917
clean,fault,64,0.5525649050373134,3.3325547261366344,2.680650993232623,0.5242462594464474,1.55336022181483
clean,fault,65,0.5716519700397514,3.4481924688147014,2.5529815069016837,0.5317612373411756,1.486307968819623
clean,fault,66,0.5763420157621024,3.2254873297057642,2.4292486185750155,0.5329688151989588,1.4413103312324536
clean,fault,67,0.549536609528953,3.1286930658282115,2.5312217702671336,0.5108810833779451,1.4790685096618694
clean,fault,68,0.5679540691481743,3.116458721744924,2.511919581777712,0.5393770684677388,1.50515813041417
clean,fault,69,0.56160069791365,3.1358682072931994,2.6073554609689213,0.5261216934275587,1.512720497897426
clean,fault,70,0.55393388939566,2.83898339659431,2.4701039624717387,0.5153987140447707,1.4623219902664821
clean,fault,71,0.5877711700663089,2.9133339086185632,2.5263337724400694,0.5454419226950071,1.4749781893561564
clean,fault,72,0.5354488047488103,2.8832654053853406,2.510472061409941,0.4925297659051738,1.4574451687000196
clean,fault,73,0.5427338446125947,3.2831800292149933,2.540948891343295,0.5057299803524087,1.4853532814655568
clean,fault,74,0.5957276755963192,2.9990512792783908,2.522164088371435,0.5699212955671669,1.519335821689187
clean,fault,75,0.5387192574446685,2.9644554232006826,2.5256700942505197,0.5060307754463714,1.4928038305529725
clean,fault,76,0.5495297031865367,2.922452661093852,2.434688446859596,0.5031328545718069,1.4286084127496967
clean,fault,77,0.5721392329148924,3.339877759778922,2.6055497187411185,0.5328070462584075,1.5032039650569269
clean,fault,78,0.5677967010249918,3.1858831902515194,2.528437725042481,0.5326375733696966,1.4916435862777957
clean,fault,79,0.596124237801207,3.1929652716623993,2.570300850858387,0.5566550493811411,1.4970673979644267
clean,fault,80,0.557302158446571,3.266906165371422,2.5816674797718346,0.5144520745643372,1.4832158229180799
clean,fault,81,0.544096051436862,2.969374733659505,2.4404486916742623,0.5061924706888195,1.4533658373929679
clean,fault,82,0.5812699336492507,3.3510110740507235,2.601877943398409,0.5508327088323273,1.5285699630628107
clean,fault,83,0.5465576957345211,3.371793600339318,2.547097429071192,0.5210222342805639,1.5213986339186905
clean,fault,84,0.5592481390619706,2.9094307105267427,2.5361006941534514,0.51987590990341,1.4803976680812803
clean,fault,85,0.5549610848123336,3.310720924206378,2.5266395398204304,0.5219970391613292,1.4951237947747602
clean,fault,86,0.5671507159298933,3.1537930213794962,2.454803156811323,0.5295983488394883,1.4630409239740434
clean,fault,87,0.5437382567156271,3.261419949000624,2.5430560970656546,0.5087666341845906,1.4921301350837515
clean,fault,88,0.5403436064426541,3.418515267823671,2.5313756959002425,0.4988583811046968,1.46887743408985
clean,fault,89,0.5747404812469339,2.582697635876224,2.5396507153099437,0.5344725778492446,1.4819741763406327
clean,fault,90,0.5711348544933115,2.959799378982158,2.58989923951512,0.538980150924065,1.51871240800421
clean,fault,91,0.5852248865980828,3.061257199208746,2.50389180160559,0.5400581715457631,1.4602443503741624
clean,fault,92,0.5839963300357538,2.9265432232595474,2.536819838441803,0.5364366370965546,1.463029644296073
clean,fault,93,0.5704327805783579,2.7791709187426687,2.564722318266508,0.5316447728985197,1.4925787320477995
clean,fault,94,0.5881042485233782,2.6143542205296435,2.516725173376058,0.5529716461410851,1.4916483189333423
clean,fault,95,0.5829223997805538,3.0596882603968747,2.501290798335217,0.5349630518010206,1.4514267946763693
clean,fault,96,0.5503435640708586,3.1633061812548404,2.454633070205169,0.5126790951039303,1.4595030522299208
clean,fault,97,0.5835332087804803,3.0386047696246217,2.54627732478254,0.5489317611921494,1.5010862069122217
clean,fault,98,0.5727271606677806,3.0449823907328954,2.5414051900224908,0.5255949144286568,1.4629865428868183
clean,fault,99,0.5515897111703141,2.8756781459653036,2.473033499202139,0.5112373687669944,1.457543194248677
clean,fault,100,0.5842495954387753,3.1314962872581757,2.4890570262987803,0.5399145196676388,1.4579546318029661
clean,fault,101,0.5823386043299267,2.9843352176875273,2.4944716936818128,0.5369933397028812,1.4564064981367129
clean,fault,102,0.5439597463784556,3.3388054472994493,2.5637146994284716,0.5044595100017759,1.484890394334843
clean,fault,103,0.5768885197578694,2.849943452161867,2.530291825739219,0.5397218986960678,1.4882073642800961
clean,fault,104,0.5875982500136758,2.9599827643144523,2.5104359591449024,0.5491981756749189,1.480891245567713
clean,fault,105,0.5864657158949217,2.8990650188642797,2.5227778680235966,0.5499322312379326,1.4893818308302655
clean,fault,106,0.5548461456957745,2.9236082490925477,2.5146890494618908,0.5106500106850936,1.4594624213439507
clean,fault,107,0.5765756592179161,3.247327729758485,2.5515115420490235,0.5420198765021751,1.5016118170051762
clean,fault,108,0.548380433635798,3.1047924137476772,2.556283262338358,0.513965390980172,1.49849884777786
clean,fault,109,0.5468810703674228,3.1860999671398913,2.510294979893998,0.5141433147755223,1.4895451814568026
clean,fault,110,0.5568351667200871,3.3942531592146508,2.601172861784528,0.527527489150658,1.52792855504088
clean,fault,111,0.5734540253022959,2.984800126983902,2.517322150253482,0.5312824030987215,1.4699285484022058
clean,fault,112,0.5804989957023955,2.755617579826867,2.59750298985775,0.5452857140504802,1.5139121522207617
clean,fault,113,0.5801575931003605,3.0860524490528585,2.479908240985199,0.5458425512826584,1.4816281250418661
clean,fault,114,0.5411130098539024,3.248716812780913,2.5464661707287135,0.5016074925583082,1.4792616381412702
clean,fault,115,0.584347202207775,3.158245182701958,2.475471972900909,0.5454922374099241,1.4687457149519776
clean,fault,116,0.5481679273782808,2.6941615058657393,2.5141196257428957,0.5086129665038995,1.471183261460954
clean,fault,117,0.5871042610478712,3.1951735053897075,2.479359568498887,0.5390018611906084,1.44558885009807
clean,fault,118,0.5503776984829765,3.2494684271737633,2.523471716169808,0.518858326601449,1.4975701794777279
clean,fault,119,0.5664032309669058,2.7941896476210366,2.4309429139284564,0.5285219093485221,1.4548715568877162
clean,fault,120,0.57945610380123,3.3260094485394616,2.5562967170986024,0.5452868025839549,1.504561955174201
high_noise,healthy,1,0.533471145398342,3.1449588860243143,2.3464541455991665,0.4043078708053985,1.1609333778070121
high_noise,healthy,2,0.529534695065937,2.7990701961290623,2.3681175185020433,0.4082622445723404,1.1864417585237235
high_noise,healthy,3,0.5135723018107216,2.8455943623262785,2.311152040908002,0.39570460052512574,1.1713421320809305
high_noise,healthy,4,0.534732163434227,3.0759371891946214,2.406584460910324,0.3993537990142116,1.1585694356728893
high_noise,healthy,5,0.531018007149295,2.9170631556194184,2.313865548021526,0.3952172294615744,1.132128388770358
high_noise,healthy,6,0.5499273956937569,2.9747714057901296,2.2755310448182713,0.3897368604298856,1.0690733643054848
high_noise,healthy,7,0.5422685005625726,2.7865711362126655,2.359259465581143,0.3993688599995112,1.1312215603979336
high_noise,healthy,8,0.5516523027970601,2.8607253377896726,2.2550395239876697,0.3984853199970495,1.0847357922120917
high_noise,healthy,9,0.5460507784274929,2.7078700938172924,2.3369147259290726,0.3907962472040519,1.0940540713711961
high_noise,healthy,10,0.5458765124063161,2.9347485357730116,2.305956725699365,0.3896511540028503,1.0839447221272913
high_noise,healthy,11,0.535415877916941,2.745586271747297,2.2804304383907192,0.397040461689033,1.1198295813726236
high_noise,healthy,12,0.5310915708449908,3.1618880753426764,2.3070287968106857,0.407934666843547,1.1666691470388328
high_noise,healthy,13,0.5317494924924578,2.6385510692231957,2.283870580138609,0.39323184120601423,1.1175766974826102
high_noise,healthy,14,0.544752045979772,2.661166819896364,2.293573903153281,0.4092959161377354,1.1378759296463763
high_noise,healthy,15,0.5600107396093369,2.824660745149825,2.2476073934054006,0.40567020803858184,1.08601790390804
high_noise,healthy,16,0.5249335353073976,2.90212242186159,2.3737199229642933,0.4074867081279333,1.195979858999655
high_noise,healthy,17,0.5433481021427431,2.8609948892523573,2.3019488485091406,0.37876824067848724,1.0576530758592282
high_noise,healthy,18,0.5504885056368929,3.125488979257482,2.386006907419877,0.39723331216886293,1.1146364850625305
high_noise,healthy,19,0.5255641534035026,3.0272757438732527,2.377158840006027,0.39126423157564144,1.1478192723150495
high_noise,healthy,20,0.5326036945366314,3.0073795264835157,2.2607169067171577,0.39005345768192595,1.1011412915771255
high_noise,healthy,21,0.5414207034488614,3.0806719361006536,2.365019858609411,0.4004220207768257,1.1373666511796083
high_noise,healthy,22,0.5492559197585443,2.6887018042584634,2.305349743449197,0.39711893769490536,1.0977773410733511
high_noise,healthy,23,0.5550047023334983,2.72879091281137,2.3059892316839967,0.400882110958435,1.0968535655870535
high_noise,healthy,24,0.5350846341373845,2.7697141101629557,2.3377820516691425,0.410502799877243,1.1729936308308977
